paper_id,organization_id
paper_1137,organization_1228
paper_1138,organization_1229
paper_1138,organization_203
paper_1140,organization_1230
paper_1140,organization_1231
paper_1141,organization_12
paper_1141,organization_151
paper_1142,organization_1232
paper_1142,organization_1233
paper_1143,organization_1234
paper_1143,organization_451
paper_1143,organization_551
paper_1144,organization_259
paper_1144,organization_625
paper_1144,organization_161
paper_1145,organization_1235
paper_1145,organization_840
paper_1146,organization_15
paper_1147,organization_1236
paper_1148,organization_48
paper_1148,organization_1237
paper_1148,organization_27
paper_1148,organization_1151
paper_1149,organization_48
paper_1149,organization_299
paper_1151,organization_1238
paper_1151,organization_1239
paper_1151,organization_1240
paper_1151,organization_1241
paper_1152,organization_15
paper_1153,organization_770
paper_1154,organization_850
paper_1154,organization_327
paper_1155,organization_471
paper_1156,organization_539
paper_1156,organization_41
paper_1157,organization_116
paper_1158,organization_216
paper_1158,organization_24
paper_1158,organization_1242
paper_1159,organization_1243
paper_1159,organization_1244
paper_1160,organization_35
paper_1160,organization_633
paper_1160,organization_23
paper_1160,organization_882
paper_1160,organization_322
paper_1160,organization_1245
paper_1161,organization_1246
paper_1161,organization_2
paper_1161,organization_1247
paper_1162,organization_1248
paper_1163,organization_156
paper_1163,organization_312
paper_1163,organization_14
paper_1163,organization_108
paper_1164,organization_444
paper_1164,organization_117
paper_1164,organization_282
paper_1165,organization_465
paper_1166,organization_76
paper_1167,organization_35
paper_1168,organization_259
paper_1168,organization_483
paper_1168,organization_1249
paper_1169,organization_766
paper_1169,organization_135
paper_1169,organization_229
paper_1170,organization_226
paper_1171,organization_104
paper_1171,organization_76
paper_1172,organization_1250
paper_1172,organization_1251
paper_1172,organization_1252
paper_1172,organization_1253
paper_1173,organization_1254
paper_1173,organization_555
paper_1173,organization_548
paper_1173,organization_25
paper_1173,organization_1255
paper_1173,organization_759
paper_1173,organization_1256
paper_1174,organization_555
paper_1175,organization_117
paper_1175,organization_118
paper_1176,organization_1257
paper_1176,organization_120
paper_1177,organization_1258
paper_1177,organization_769
paper_1177,organization_1259
paper_1177,organization_1260
paper_1177,organization_1261
paper_1177,organization_1262
paper_1177,organization_1263
paper_1177,organization_1264
paper_1177,organization_306
paper_1177,organization_1265
paper_1177,organization_1266
paper_1177,organization_345
paper_1177,organization_1267
paper_1177,organization_1268
paper_1178,organization_469
paper_1178,organization_1269
paper_1178,organization_1270
paper_1178,organization_1271
paper_1179,organization_299
paper_1180,organization_156
paper_1180,organization_135
paper_1182,organization_15
paper_1182,organization_565
paper_1183,organization_35
paper_1183,organization_769
paper_1183,organization_1272
paper_1183,organization_1273
paper_1183,organization_11
paper_1184,organization_539
paper_1185,organization_438
paper_1185,organization_1274
paper_1185,organization_1275
paper_1186,organization_46
paper_1186,organization_1276
paper_1186,organization_124
paper_1187,organization_469
paper_1187,organization_1277
paper_1187,organization_1278
paper_1188,organization_35
paper_1188,organization_1279
paper_1188,organization_12
paper_1188,organization_48
paper_1188,organization_358
paper_1188,organization_179
paper_1188,organization_595
paper_1188,organization_1280
paper_1189,organization_1281
paper_1190,organization_40
paper_1191,organization_48
paper_1191,organization_1237
paper_1192,organization_299
paper_1194,organization_1282
paper_1194,organization_769
paper_1194,organization_11
paper_1194,organization_64
paper_1195,organization_1243
paper_1195,organization_345
paper_1195,organization_36
paper_1196,organization_1283
paper_1196,organization_322
paper_1196,organization_154
paper_1196,organization_1284
paper_1197,organization_15
paper_1198,organization_51
paper_1198,organization_63
paper_1199,organization_30
paper_1199,organization_48
paper_1199,organization_206
paper_1199,organization_767
paper_1200,organization_1285
paper_1200,organization_451
paper_1201,organization_1286
paper_1201,organization_1287
paper_1202,organization_1288
paper_1202,organization_116
paper_1204,organization_1289
paper_1204,organization_1290
paper_1204,organization_1291
paper_1204,organization_1292
paper_1205,organization_206
paper_1205,organization_86
paper_1206,organization_1293
paper_1206,organization_268
paper_1206,organization_14
paper_1206,organization_890
paper_1207,organization_1294
paper_1207,organization_23
paper_1207,organization_1295
paper_1207,organization_1245
paper_1207,organization_667
paper_1207,organization_1296
paper_1208,organization_35
paper_1209,organization_15
paper_1209,organization_125
paper_1210,organization_250
paper_1210,organization_2
paper_1210,organization_778
paper_1211,organization_35
paper_1213,organization_403
paper_1213,organization_15
paper_1214,organization_1297
paper_1214,organization_1298
paper_1214,organization_1299
paper_1215,organization_471
paper_1216,organization_116
paper_1217,organization_438
paper_1217,organization_1300
paper_1217,organization_117
paper_1217,organization_551
paper_1217,organization_743
paper_1218,organization_274
paper_1218,organization_483
paper_1218,organization_154
paper_1218,organization_1301
paper_1219,organization_682
paper_1219,organization_76
paper_1219,organization_125
paper_1220,organization_76
paper_1221,organization_112
paper_1221,organization_355
paper_1221,organization_76
paper_1222,organization_1302
paper_1223,organization_1303
paper_1223,organization_1304
paper_1223,organization_1305
paper_1223,organization_1306
paper_1224,organization_448
paper_1225,organization_1307
paper_1226,organization_1019
paper_1227,organization_794
paper_1228,organization_1308
paper_1228,organization_1309
paper_1228,organization_1310
paper_1228,organization_1311
paper_1229,organization_1312
paper_1230,organization_64
paper_1231,organization_26
paper_1231,organization_64
paper_1232,organization_1285
paper_1232,organization_1313
paper_1233,organization_180
paper_1233,organization_1314
paper_1233,organization_1315
paper_1234,organization_1059
paper_1235,organization_646
paper_1236,organization_156
paper_1236,organization_108
paper_1237,organization_1316
paper_1237,organization_64
paper_1238,organization_116
paper_1240,organization_50
paper_1240,organization_667
paper_1242,organization_1317
paper_1242,organization_930
paper_1242,organization_194
paper_1243,organization_63
paper_1243,organization_1318
paper_1244,organization_321
paper_1244,organization_1212
paper_1244,organization_634
paper_1244,organization_322
paper_1244,organization_635
paper_1244,organization_1319
paper_1244,organization_636
paper_1245,organization_24
paper_1246,organization_15
paper_1246,organization_394
paper_1247,organization_1320
paper_1247,organization_1321
paper_1247,organization_832
paper_1248,organization_1322
paper_1248,organization_1323
paper_1248,organization_1324
paper_1248,organization_1325
paper_1249,organization_23
paper_1249,organization_1326
paper_1251,organization_74
paper_1251,organization_15
paper_1252,organization_61
paper_1253,organization_62
paper_1253,organization_11
paper_1254,organization_40
paper_1255,organization_1327
paper_1256,organization_1328
paper_1256,organization_656
paper_1256,organization_551
paper_1257,organization_244
paper_1257,organization_48
paper_1257,organization_63
paper_1258,organization_1329
paper_1260,organization_832
paper_1260,organization_117
paper_1260,organization_448
paper_1260,organization_1330
paper_1260,organization_282
paper_1261,organization_1331
paper_1261,organization_769
paper_1262,organization_1332
paper_1262,organization_313
paper_1263,organization_1333
paper_1263,organization_1334
paper_1263,organization_1335
paper_1264,organization_1336
paper_1264,organization_299
paper_1265,organization_151
paper_1265,organization_124
paper_1265,organization_64
paper_1266,organization_1337
paper_1266,organization_1338
paper_1266,organization_1339
paper_1266,organization_621
paper_1266,organization_1340
paper_1266,organization_1341
paper_1267,organization_112
paper_1267,organization_120
paper_1268,organization_443
paper_1268,organization_1342
paper_1268,organization_1343
paper_1268,organization_288
paper_1268,organization_226
paper_1268,organization_967
paper_1269,organization_35
paper_1269,organization_1344
paper_1270,organization_766
paper_1270,organization_24
paper_1271,organization_1345
paper_1271,organization_1346
paper_1271,organization_1347
paper_1271,organization_1348
paper_1272,organization_1006
paper_1272,organization_15
paper_1272,organization_25
paper_1272,organization_36
paper_1273,organization_845
paper_1273,organization_1349
paper_1273,organization_1350
paper_1274,organization_867
paper_1275,organization_1058
paper_1275,organization_599
paper_1275,organization_118
paper_1276,organization_23
paper_1276,organization_774
paper_1276,organization_695
paper_1277,organization_119
paper_1277,organization_1351
paper_1278,organization_692
paper_1278,organization_1352
paper_1279,organization_51
paper_1279,organization_1353
paper_1280,organization_1249
paper_1280,organization_46
paper_1280,organization_151
paper_1280,organization_1354
paper_1282,organization_551
paper_1282,organization_155
paper_1283,organization_123
paper_1283,organization_47
paper_1283,organization_890
paper_1283,organization_26
paper_1283,organization_226
paper_1283,organization_11
paper_1283,organization_124
paper_1284,organization_10
paper_1284,organization_532
paper_1285,organization_1328
paper_1285,organization_155
paper_1285,organization_1355
paper_1285,organization_551
paper_1286,organization_1356
paper_1286,organization_1357
paper_1286,organization_1358
paper_1286,organization_1359
paper_1286,organization_1360
paper_1286,organization_1361
paper_1286,organization_1362
paper_1286,organization_1363
paper_1286,organization_1364
paper_1286,organization_1365
paper_1286,organization_1366
paper_1286,organization_1367
paper_1286,organization_1368
paper_1286,organization_1369
paper_1288,organization_321
paper_1288,organization_1370
paper_1288,organization_1371
paper_1288,organization_322
paper_1288,organization_1372
paper_1289,organization_299
paper_1289,organization_437
paper_1290,organization_35
paper_1290,organization_95
paper_1291,organization_1373
paper_1292,organization_594
paper_1292,organization_161
paper_1293,organization_9
paper_1293,organization_299
paper_1293,organization_471
paper_1294,organization_48
paper_1294,organization_233
paper_1295,organization_123
paper_1295,organization_1374
paper_1295,organization_193
paper_1296,organization_1285
paper_1296,organization_28
paper_1296,organization_1375
paper_1297,organization_384
paper_1297,organization_119
paper_1297,organization_181
paper_1298,organization_96
paper_1298,organization_232
paper_1299,organization_1376
paper_1300,organization_26
paper_1300,organization_406
paper_1300,organization_1377
paper_1301,organization_1378
paper_1301,organization_1379
paper_1301,organization_1380
paper_1301,organization_451
paper_1301,organization_327
paper_1302,organization_761
paper_1303,organization_14
paper_1304,organization_154
paper_1304,organization_116
paper_1304,organization_151
paper_1304,organization_743
paper_1305,organization_107
paper_1305,organization_15
paper_1307,organization_1381
paper_1307,organization_332
paper_1310,organization_46
paper_1310,organization_451
paper_1310,organization_532
paper_1312,organization_1382
paper_1312,organization_778
paper_1314,organization_108
paper_1314,organization_1383
paper_1315,organization_48
paper_1315,organization_1384
paper_1316,organization_26
paper_1316,organization_1385
paper_1317,organization_35
paper_1317,organization_9
paper_1317,organization_15
paper_1318,organization_117
paper_1318,organization_743
paper_1320,organization_1386
paper_1320,organization_264
paper_1321,organization_932
paper_1322,organization_79
paper_1322,organization_1387
paper_1324,organization_1388
paper_1325,organization_41
paper_1326,organization_640
paper_1326,organization_25
paper_1326,organization_15
paper_1326,organization_125
paper_1327,organization_539
paper_1327,organization_1389
paper_1328,organization_94
paper_1330,organization_739
paper_1331,organization_1390
paper_1332,organization_1391
paper_1332,organization_1392
paper_1333,organization_1393
paper_1333,organization_1394
paper_1333,organization_1395
paper_1334,organization_1396
paper_1335,organization_1397
paper_1336,organization_151
paper_1336,organization_48
paper_1336,organization_28
paper_1336,organization_185
paper_1336,organization_186
paper_1337,organization_769
paper_1337,organization_525
paper_1337,organization_1398
paper_1337,organization_1399
paper_1338,organization_322
paper_1338,organization_26
paper_1338,organization_50
paper_1338,organization_10
paper_1338,organization_636
paper_1339,organization_850
paper_1339,organization_116
paper_1339,organization_1372
paper_1339,organization_1400
paper_1340,organization_35
paper_1341,organization_1401
paper_1342,organization_443
paper_1342,organization_329
paper_1342,organization_1151
paper_1342,organization_1402
paper_1342,organization_51
paper_1342,organization_1403
paper_1342,organization_1322
paper_1342,organization_1404
paper_1342,organization_48
paper_1342,organization_678
paper_1343,organization_62
paper_1343,organization_76
paper_1344,organization_611
paper_1344,organization_612
paper_1344,organization_561
paper_1346,organization_120
paper_1346,organization_15
paper_1347,organization_1023
paper_1347,organization_48
paper_1347,organization_28
paper_1347,organization_221
paper_1347,organization_1405
paper_1348,organization_1406
paper_1352,organization_1407
paper_1353,organization_1408
paper_1353,organization_1409
paper_1353,organization_1410
paper_1353,organization_1411
paper_1354,organization_416
paper_1354,organization_1412
paper_1355,organization_401
paper_1355,organization_1413
paper_1356,organization_1414
paper_1356,organization_1071
paper_1356,organization_495
paper_1356,organization_1415
paper_1356,organization_1416
paper_1358,organization_154
paper_1359,organization_718
paper_1359,organization_216
paper_1359,organization_1417
paper_1360,organization_124
paper_1361,organization_761
paper_1362,organization_112
paper_1362,organization_1418
paper_1362,organization_1419
paper_1363,organization_213
paper_1363,organization_743
paper_1363,organization_58
paper_1364,organization_15
paper_1364,organization_36
paper_1365,organization_35
paper_1365,organization_154
paper_1365,organization_46
paper_1365,organization_151
paper_1365,organization_28
paper_1365,organization_451
paper_1367,organization_120
paper_1368,organization_112
paper_1368,organization_345
paper_1368,organization_355
paper_1368,organization_1420
paper_1369,organization_1421
paper_1371,organization_846
paper_1371,organization_48
paper_1371,organization_30
paper_1371,organization_1422
paper_1371,organization_468
paper_1371,organization_226
paper_1371,organization_10
paper_1371,organization_1423
paper_1372,organization_76
paper_1372,organization_36
paper_1372,organization_15
paper_1374,organization_951
paper_1375,organization_327
paper_1375,organization_1424
paper_1376,organization_1374
paper_1376,organization_1425
paper_1376,organization_1426
paper_1376,organization_1427
paper_1376,organization_1428
paper_1376,organization_1384
paper_1377,organization_1429
paper_1377,organization_1430
paper_1377,organization_1431
paper_1378,organization_1432
paper_1378,organization_1433
paper_1378,organization_1434
paper_1378,organization_1435
paper_1378,organization_44
paper_1379,organization_15
paper_1379,organization_76
paper_1379,organization_36
paper_1380,organization_638
paper_1380,organization_64
paper_1381,organization_1313
paper_1383,organization_62
paper_1383,organization_63
paper_1383,organization_561
paper_1384,organization_116
paper_1385,organization_1436
paper_1385,organization_2
paper_1385,organization_1437
paper_1386,organization_555
paper_1387,organization_326
paper_1387,organization_1438
paper_1387,organization_151
paper_1388,organization_1025
paper_1388,organization_133
paper_1389,organization_1439
paper_1389,organization_1372
paper_1389,organization_1440
paper_1389,organization_451
paper_1389,organization_1441
paper_1389,organization_11
paper_1390,organization_1442
paper_1391,organization_1443
paper_1391,organization_1444
paper_1392,organization_1445
paper_1393,organization_28
paper_1393,organization_394
paper_1395,organization_108
paper_1395,organization_1383
paper_1396,organization_1446
paper_1397,organization_155
paper_1397,organization_1447
paper_1397,organization_64
paper_1398,organization_494
paper_1398,organization_880
paper_1399,organization_1076
paper_1400,organization_1448
paper_1400,organization_1449
paper_1400,organization_255
paper_1400,organization_448
paper_1401,organization_646
paper_1401,organization_28
paper_1401,organization_880
paper_1402,organization_398
paper_1403,organization_1243
paper_1403,organization_214
paper_1403,organization_1450
paper_1404,organization_48
paper_1404,organization_1451
paper_1405,organization_50
paper_1405,organization_76
paper_1406,organization_156
paper_1406,organization_55
paper_1407,organization_40
paper_1407,organization_11
paper_1407,organization_259
paper_1408,organization_1439
paper_1408,organization_451
paper_1408,organization_1452
paper_1409,organization_1453
paper_1409,organization_1454
paper_1409,organization_120
paper_1409,organization_1455
paper_1410,organization_1456
paper_1410,organization_1457
paper_1411,organization_1458
paper_1411,organization_1459
paper_1411,organization_1460
paper_1411,organization_1461
paper_1411,organization_1462
paper_1412,organization_623
paper_1412,organization_15
paper_1415,organization_1463
paper_1415,organization_58
paper_1416,organization_40
paper_1416,organization_11
paper_1417,organization_1464
paper_1417,organization_1465
paper_1418,organization_26
paper_1418,organization_226
paper_1418,organization_116
paper_1418,organization_345
paper_1419,organization_120
paper_1420,organization_278
paper_1420,organization_561
paper_1421,organization_62
paper_1421,organization_46
paper_1421,organization_1466
paper_1422,organization_50
paper_1422,organization_1467
paper_1422,organization_594
paper_1422,organization_1303
paper_1423,organization_548
paper_1423,organization_221
paper_1423,organization_25
paper_1423,organization_555
paper_1424,organization_255
paper_1424,organization_299
paper_1424,organization_64
paper_1425,organization_1468
paper_1425,organization_1469
paper_1425,organization_1470
paper_1425,organization_1471
paper_1425,organization_1472
paper_1426,organization_206
paper_1428,organization_539
paper_1428,organization_1473
paper_1428,organization_1474
paper_1428,organization_76
paper_1428,organization_1475
paper_1430,organization_288
paper_1430,organization_11
paper_1430,organization_64
paper_1431,organization_35
paper_1431,organization_1476
paper_1431,organization_1133
paper_1431,organization_345
paper_1431,organization_136
paper_1432,organization_919
paper_1432,organization_854
paper_1432,organization_600
paper_1433,organization_64
paper_1434,organization_156
paper_1434,organization_135
paper_1435,organization_186
paper_1435,organization_328
paper_1436,organization_1477
paper_1437,organization_23
paper_1437,organization_882
paper_1437,organization_1478
paper_1437,organization_1009
paper_1438,organization_123
paper_1438,organization_64
paper_1439,organization_1479
paper_1439,organization_1480
paper_1439,organization_594
paper_1439,organization_299
paper_1439,organization_220
paper_1439,organization_1481
paper_1439,organization_742
paper_1440,organization_1457
paper_1440,organization_24
paper_1441,organization_1482
paper_1441,organization_24
paper_1442,organization_1295
paper_1442,organization_12
paper_1442,organization_1009
paper_1443,organization_46
paper_1443,organization_278
paper_1443,organization_62
paper_1443,organization_26
paper_1443,organization_260
paper_1443,organization_327
paper_1444,organization_46
paper_1444,organization_124
paper_1445,organization_72
paper_1446,organization_854
paper_1446,organization_120
paper_1446,organization_561
paper_1447,organization_118
paper_1447,organization_1483
paper_1448,organization_495
paper_1448,organization_1484
paper_1448,organization_1485
paper_1449,organization_1119
paper_1449,organization_64
paper_1450,organization_1486
paper_1450,organization_247
paper_1450,organization_2
paper_1451,organization_1487
paper_1451,organization_206
paper_1451,organization_299
paper_1452,organization_1488
paper_1452,organization_1489
paper_1453,organization_209
paper_1454,organization_48
paper_1454,organization_2
paper_1454,organization_1490
paper_1455,organization_76
paper_1455,organization_1491
paper_1455,organization_1492
paper_1456,organization_1493
paper_1457,organization_910
paper_1457,organization_1384
paper_1457,organization_678
paper_1457,organization_1494
paper_1458,organization_1495
paper_1458,organization_223
paper_1458,organization_1496
paper_1458,organization_1497
paper_1458,organization_1498
paper_1458,organization_1499
paper_1458,organization_1500
paper_1459,organization_1384
paper_1460,organization_1501
paper_1461,organization_551
paper_1462,organization_1502
paper_1462,organization_1503
paper_1463,organization_1504
paper_1463,organization_933
paper_1463,organization_41
paper_1463,organization_273
paper_1465,organization_116
paper_1466,organization_10
paper_1466,organization_329
paper_1466,organization_11
paper_1466,organization_330
paper_1470,organization_1505
paper_1470,organization_1506
paper_1470,organization_1507
paper_1470,organization_1508
paper_1470,organization_50
paper_1470,organization_1509
paper_1471,organization_1510
paper_1471,organization_1511
paper_1471,organization_1512
paper_1472,organization_987
paper_1472,organization_582
paper_1472,organization_76
paper_1472,organization_313
paper_1473,organization_483
paper_1473,organization_154
paper_1474,organization_278
paper_1474,organization_763
paper_1476,organization_1040
paper_1476,organization_497
paper_1477,organization_1513
paper_1477,organization_1254
paper_1477,organization_1514
paper_1478,organization_299
paper_1479,organization_1515
paper_1479,organization_1516
paper_1479,organization_555
paper_1479,organization_1517
paper_1479,organization_1518
paper_1479,organization_1519
paper_1480,organization_1520
paper_1480,organization_151
paper_1480,organization_1521
paper_1480,organization_1522
paper_1480,organization_1523
paper_1480,organization_1524
paper_1481,organization_845
paper_1481,organization_1525
paper_1482,organization_116
paper_1482,organization_1526
paper_1482,organization_1527
paper_1482,organization_1528
paper_1482,organization_1529
paper_1482,organization_1530
paper_1482,organization_1531
paper_1482,organization_1532
paper_1483,organization_250
paper_1483,organization_120
paper_1483,organization_15
paper_1484,organization_27
paper_1484,organization_275
paper_1484,organization_1533
paper_1484,organization_1104
paper_1485,organization_9
paper_1486,organization_1534
paper_1486,organization_1535
paper_1486,organization_695
paper_1488,organization_35
paper_1488,organization_977
paper_1489,organization_912
paper_1490,organization_1134
paper_1490,organization_1536
paper_1491,organization_1537
paper_1491,organization_86
paper_1491,organization_40
paper_1491,organization_26
paper_1491,organization_1538
paper_1492,organization_151
paper_1495,organization_1539
paper_1495,organization_600
paper_1496,organization_974
paper_1497,organization_1540
paper_1497,organization_117
paper_1497,organization_1541
paper_1498,organization_157
paper_1498,organization_64
paper_1499,organization_91
paper_1500,organization_259
paper_1500,organization_28
paper_1501,organization_1542
paper_1501,organization_1543
paper_1501,organization_1544
paper_1502,organization_382
paper_1502,organization_226
paper_1502,organization_28
paper_1503,organization_63
paper_1503,organization_1545
paper_1503,organization_122
paper_1506,organization_64
paper_1508,organization_1546
paper_1508,organization_116
paper_1509,organization_836
paper_1509,organization_1547
paper_1510,organization_74
paper_1510,organization_15
paper_1511,organization_1548
paper_1511,organization_90
paper_1511,organization_48
paper_1511,organization_175
paper_1511,organization_1549
paper_1512,organization_268
paper_1512,organization_572
paper_1513,organization_14
paper_1513,organization_299
paper_1514,organization_72
paper_1515,organization_51
paper_1515,organization_26
paper_1515,organization_1372
paper_1516,organization_438
paper_1516,organization_124
paper_1516,organization_1550
paper_1518,organization_858
paper_1519,organization_1551
paper_1519,organization_1070
paper_1520,organization_60
paper_1520,organization_1552
paper_1520,organization_1553
paper_1520,organization_967
paper_1520,organization_478
paper_1521,organization_123
paper_1521,organization_1054
paper_1521,organization_28
paper_1522,organization_36
paper_1522,organization_15
paper_1524,organization_35
paper_1524,organization_1554
paper_1525,organization_335
paper_1527,organization_35
paper_1527,organization_120
paper_1528,organization_1555
paper_1529,organization_26
paper_1529,organization_11
paper_1530,organization_1556
paper_1531,organization_36
paper_1532,organization_28
paper_1532,organization_11
paper_1532,organization_116
paper_1533,organization_1557
paper_1533,organization_1142
paper_1534,organization_417
paper_1534,organization_1558
paper_1534,organization_1559
paper_1534,organization_1560
paper_1534,organization_1561
paper_1535,organization_1562
paper_1535,organization_1520
paper_1535,organization_1138
paper_1535,organization_1522
paper_1536,organization_1563
paper_1536,organization_1564
paper_1536,organization_1565
paper_1536,organization_1566
paper_1536,organization_1567
paper_1536,organization_1568
paper_1536,organization_1569
paper_1537,organization_1570
paper_1537,organization_1571
paper_1538,organization_1572
paper_1538,organization_193
paper_1539,organization_1573
paper_1539,organization_1574
paper_1541,organization_854
paper_1541,organization_345
paper_1542,organization_242
paper_1543,organization_1575
paper_1544,organization_1576
paper_1545,organization_1577
paper_1548,organization_26
paper_1548,organization_635
paper_1548,organization_1578
paper_1549,organization_1579
paper_1549,organization_1580
paper_1549,organization_1581
paper_1551,organization_795
paper_1551,organization_15
paper_1552,organization_23
paper_1552,organization_156
paper_1553,organization_74
paper_1553,organization_15
paper_1554,organization_1582
paper_1556,organization_1583
paper_1556,organization_525
paper_1556,organization_1584
paper_1556,organization_1585
paper_1556,organization_1586
paper_1556,organization_1587
paper_1556,organization_120
paper_1557,organization_1588
paper_1557,organization_214
paper_1558,organization_473
paper_1559,organization_333
paper_1559,organization_6
paper_1559,organization_1589
paper_1559,organization_1590
paper_1559,organization_778
paper_1560,organization_345
paper_1560,organization_116
paper_1561,organization_14
paper_1562,organization_1591
paper_1562,organization_584
paper_1563,organization_15
paper_1564,organization_156
paper_1564,organization_154
paper_1564,organization_64
paper_1565,organization_1592
paper_1565,organization_1193
paper_1565,organization_593
paper_1566,organization_1593
paper_1567,organization_35
paper_1569,organization_1504
paper_1569,organization_645
paper_1570,organization_154
paper_1570,organization_1284
paper_1570,organization_1594
paper_1571,organization_86
paper_1572,organization_116
paper_1573,organization_102
paper_1573,organization_202
paper_1573,organization_161
paper_1575,organization_1595
paper_1578,organization_194
paper_1578,organization_63
paper_1578,organization_46
paper_1578,organization_116
paper_1579,organization_156
paper_1579,organization_135
paper_1580,organization_185
paper_1580,organization_28
paper_1580,organization_1596
paper_1581,organization_529
paper_1582,organization_1597
paper_1582,organization_1598
paper_1582,organization_241
paper_1583,organization_1406
paper_1584,organization_1599
paper_1584,organization_1600
paper_1584,organization_1601
paper_1586,organization_180
paper_1586,organization_91
paper_1588,organization_1602
paper_1589,organization_26
paper_1589,organization_1603
paper_1590,organization_1604
paper_1591,organization_2
paper_1592,organization_50
paper_1592,organization_156
paper_1592,organization_15
paper_1594,organization_1605
paper_1594,organization_1606
paper_1595,organization_1607
paper_1595,organization_1416
paper_1597,organization_1608
paper_1597,organization_67
paper_1598,organization_15
paper_1599,organization_1609
paper_1599,organization_1306
paper_1600,organization_157
paper_1600,organization_196
paper_1600,organization_15
paper_1601,organization_41
paper_1602,organization_1288
paper_1602,organization_1421
paper_1605,organization_1610
paper_1605,organization_1611
paper_1606,organization_745
paper_1608,organization_50
paper_1609,organization_50
paper_1609,organization_1612
paper_1609,organization_76
paper_1610,organization_1613
paper_1610,organization_548
paper_1610,organization_1451
paper_1610,organization_1614
paper_1611,organization_1615
paper_1612,organization_91
paper_1613,organization_27
paper_1613,organization_122
paper_1614,organization_23
paper_1614,organization_759
paper_1616,organization_1616
paper_1616,organization_1617
paper_1616,organization_417
paper_1616,organization_44
paper_1616,organization_912
paper_1616,organization_194
paper_1616,organization_532
paper_1616,organization_11
paper_1616,organization_118
paper_1617,organization_1618
paper_1617,organization_1619
paper_1617,organization_1620
paper_1621,organization_36
paper_1622,organization_548
paper_1622,organization_25
paper_1622,organization_555
paper_1623,organization_1621
paper_1623,organization_1622
paper_1624,organization_324
paper_1625,organization_1623
paper_1625,organization_1624
paper_1626,organization_1625
paper_1626,organization_2
paper_1626,organization_299
paper_1627,organization_1626
paper_1627,organization_329
paper_1627,organization_1040
paper_1628,organization_36
paper_1629,organization_35
paper_1629,organization_1627
paper_1631,organization_117
paper_1631,organization_743
paper_1632,organization_125
paper_1633,organization_919
paper_1633,organization_1628
paper_1634,organization_1487
paper_1636,organization_123
paper_1636,organization_46
paper_1636,organization_85
paper_1636,organization_451
paper_1636,organization_44
paper_1637,organization_40
paper_1637,organization_1629
paper_1638,organization_3
paper_1638,organization_9
paper_1639,organization_785
paper_1640,organization_1630
paper_1641,organization_15
paper_1642,organization_352
paper_1642,organization_329
paper_1642,organization_213
paper_1643,organization_444
paper_1644,organization_1035
paper_1644,organization_58
paper_1644,organization_1631
paper_1644,organization_1632
paper_1644,organization_26
paper_1644,organization_1633
paper_1645,organization_202
paper_1646,organization_50
paper_1646,organization_1634
paper_1647,organization_1504
paper_1648,organization_263
paper_1649,organization_2
paper_1649,organization_594
paper_1649,organization_299
paper_1650,organization_46
paper_1650,organization_1635
paper_1650,organization_124
paper_1652,organization_26
paper_1652,organization_1636
paper_1652,organization_1637
paper_1652,organization_1440
paper_1653,organization_306
paper_1653,organization_1638
paper_1654,organization_451
paper_1656,organization_1010
paper_1656,organization_335
paper_1657,organization_548
paper_1657,organization_40
paper_1657,organization_194
paper_1658,organization_1639
paper_1659,organization_124
paper_1659,organization_832
paper_1659,organization_469
paper_1660,organization_1640
paper_1660,organization_125
paper_1661,organization_26
paper_1661,organization_1176
paper_1661,organization_451
paper_1662,organization_1641
paper_1662,organization_1642
paper_1663,organization_1643
paper_1663,organization_890
paper_1664,organization_1644
paper_1664,organization_116
paper_1665,organization_861
paper_1665,organization_328
paper_1666,organization_51
paper_1666,organization_265
paper_1666,organization_9
paper_1667,organization_1645
paper_1667,organization_1646
paper_1667,organization_1647
paper_1667,organization_1648
paper_1667,organization_1649
paper_1667,organization_1650
paper_1667,organization_1651
paper_1667,organization_1652
paper_1667,organization_1653
paper_1667,organization_1654
paper_1667,organization_1655
paper_1667,organization_1656
paper_1668,organization_180
paper_1668,organization_226
paper_1669,organization_15
paper_1670,organization_1657
paper_1671,organization_1658
paper_1671,organization_1659
paper_1671,organization_1660
paper_1671,organization_1661
paper_1672,organization_448
paper_1674,organization_1662
paper_1674,organization_525
paper_1674,organization_12
paper_1674,organization_1663
paper_1675,organization_76
paper_1676,organization_48
paper_1676,organization_1664
paper_1677,organization_386
paper_1677,organization_151
paper_1677,organization_228
paper_1678,organization_1665
paper_1678,organization_1666
paper_1680,organization_1667
paper_1680,organization_625
paper_1681,organization_1668
paper_1681,organization_1669
paper_1681,organization_1670
paper_1681,organization_1660
paper_1681,organization_319
paper_1682,organization_156
paper_1682,organization_108
paper_1684,organization_26
paper_1684,organization_447
paper_1685,organization_123
paper_1685,organization_352
paper_1685,organization_1671
paper_1685,organization_124
paper_1687,organization_1010
paper_1689,organization_1451
paper_1689,organization_769
paper_1689,organization_1672
paper_1689,organization_50
paper_1689,organization_437
paper_1690,organization_1673
paper_1690,organization_1674
paper_1690,organization_1675
paper_1690,organization_1676
paper_1691,organization_156
paper_1691,organization_48
paper_1691,organization_206
paper_1691,organization_14
paper_1692,organization_1677
paper_1692,organization_1678
paper_1692,organization_1679
paper_1693,organization_1024
paper_1694,organization_1680
paper_1695,organization_1681
