node_id,paper_id,publish_date,title
paper_669,2308.01904,2023-08-03,DETR Doesn't Need Multi-Scale or Locality Design
paper_670,2308.01734,2023-08-03,Ambient Adventures: Teaching ChatGPT on Developing Complex Stories
paper_671,2308.01379,2023-08-02,Computational Long Exposure Mobile Photography
paper_672,2308.01499,2023-08-03,TDMD: A Database for Dynamic Color Mesh Subjective and Objective Quality Explorations
paper_673,2308.02151,2023-08-04,Retroformer: Retrospective Large Language Agents with Policy Gradient Optimization
paper_674,2308.02487,2023-08-04,Convolutions Die Hard: Open-Vocabulary Segmentation with Single Frozen Convolutional CLIP
paper_675,2308.02180,2023-08-04,Scaling Clinical Trial Matching Using Large Language Models: A Case Study in Oncology
paper_676,2308.02453,2023-08-04,Getting the Ball Rolling: Learning a Dexterous Policy for a Biomimetic Tendon-Driven Hand with Rolling Contact Joints
paper_677,2308.01937,2023-08-02,Training Data Protection with Compositional Diffusion Models
paper_678,2308.03526,2023-08-07,AlphaStar Unplugged: Large-Scale Offline Reinforcement Learning
paper_679,2405.14744,2024-05-23,Exploring Prosocial Irrationality for LLM Agents: A Social Cognition View
paper_680,2308.03610,2023-08-07,AvatarVerse: High-quality & Stable 3D Avatar Creation from Text and Pose
paper_681,2308.02669,2023-08-03,ConceptLab: Creative Concept Generation using VLM-Guided Diffusion Prior Constraints
paper_682,2308.02510,2023-07-27,Seeing through the Brain: Image Reconstruction of Visual Perception from Human Brain Signals
paper_683,2308.03279,2023-08-07,UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition
paper_684,2308.03427,2023-08-07,TPTU: Large Language Model-based AI Agents for Task Planning and Tool Usage
paper_685,2305.16094,2023-05-25,"On Influence Functions, Classification Influence, Relative Influence, Memorization and Generalization"
paper_686,2308.03757,2023-08-07,3D Motion Magnification: Visualizing Subtle Motions with Time Varying Radiance Fields
paper_687,2308.03729,2023-08-07,TinyLVLM-eHub: Towards Comprehensive and Efficient Evaluation for Large Vision-Language Models
paper_688,2308.03421,2023-08-07,RecycleGPT: An Autoregressive Language Model with Recyclable Module
paper_689,2308.03280,2023-08-07,Mirror-NeRF: Learning Neural Radiance Fields for Mirrors with Whitted-Style Ray Tracing
paper_690,2407.14640,2024-07-19,CVE-LLM : Automatic vulnerability evaluation in medical device industry using large language models
paper_691,2403.07128,2024-03-11,DrJAX: Scalable and Differentiable MapReduce Primitives in JAX
paper_692,2308.03290,2023-08-07,FLIQS: One-Shot Mixed-Precision Floating-Point and Integer Quantization Search
paper_693,2406.04633,2024-06-07,Boosting Diffusion Model for Spectrogram Up-sampling in Text-to-speech: An Empirical Study
paper_694,2404.03202,2024-04-04,OmniGS: Fast Radiance Field Reconstruction using Omnidirectional Gaussian Splatting
paper_695,2308.03958,2023-08-07,Simple synthetic data reduces sycophancy in large language models
paper_696,2308.04265,2023-08-08,FLIRT: Feedback Loop In-context Red Teaming
paper_697,2405.13934,2024-05-22,Text-Free Multi-domain Graph Pre-training: Toward Graph Foundation Models
paper_698,2308.04430,2023-08-08,SILO Language Models: Isolating Legal Risk In a Nonparametric Datastore
paper_699,2308.04729,2023-08-09,JEN-1: Text-Guided Universal Music Generation with Omnidirectional Diffusion Models
paper_700,2401.10463,2024-01-19,Critical Data Size of Language Models from a Grokking Perspective
paper_701,2308.04623,2023-08-08,Accelerating LLM Inference with Staged Speculative Decoding
paper_702,2308.04556,2023-08-08,FocalFormer3D : Focusing on Hard Instance for 3D Object Detection
paper_703,2301.12503,2023-01-29,AudioLDM: Text-to-Audio Generation with Latent Diffusion Models
paper_704,2308.05374,2023-08-10,Trustworthy LLMs: a Survey and Guideline for Evaluating Large Language Models' Alignment
paper_705,2401.11892,2024-01-22,"AI, insurance, discrimination and unfair differentiation. An overview and research agenda"
paper_706,2308.05371,2023-08-10,Flexible Isosurface Extraction for Gradient-Based Mesh Optimization
paper_707,1906.09881,2019-06-24,"Inter-residue, inter-protein and inter-family coevolution: bridging the scales"
paper_708,2308.05221,2023-08-09,"Alexa, play with robot: Introducing the First Alexa Prize SimBot Challenge on Embodied AI"
paper_709,2308.05732,2023-08-10,PDE-Refiner: Achieving Accurate Long Rollouts with Neural PDE Solvers
paper_710,2408.04614,2024-08-08,Better Alignment with Instruction Back-and-Forth Translation
paper_711,2308.05884,2023-08-11,PIPPA: A Partially Synthetic Conversational Dataset
paper_712,2308.06103,2023-08-11,Composable Function-preserving Expansions for Transformer Architectures
paper_713,2001.03543,2020-01-07,A Unified Conversational Assistant Framework for Business Process Automation
paper_714,2308.06125,2023-08-11,Improving Joint Speech-Text Representations Without Alignment
paper_715,2308.06261,2023-08-11,Enhancing Network Management Using Code Generated by Large Language Models
paper_716,2308.06721,2023-08-13,IP-Adapter: Text Compatible Image Prompt Adapter for Text-to-Image Diffusion Models
paper_717,2403.19121,2024-03-28,Code Comparison Tuning for Code Large Language Models
paper_718,2402.12208,2024-02-19,Language-Codec: Reducing the Gaps Between Discrete Codec Representation and Speech Language Models
paper_719,2308.07317,2023-08-14,"Platypus: Quick, Cheap, and Powerful Refinement of LLMs"
paper_720,2308.06912,2023-08-14,CausalLM is not optimal for in-context learning
paper_721,2201.06374,2022-01-17,RestoreFormer: High-Quality Blind Face Restoration from Undegraded Key-Value Pairs
paper_722,2308.07316,2023-08-14,Jurassic World Remake: Bringing Ancient Fossils Back to Life via Zero-Shot Long Image-to-Image Translation
paper_723,2308.07286,2023-08-14,The Devil is in the Errors: Leveraging Large Language Models for Fine-grained Machine Translation Evaluation
paper_724,2308.06595,2023-08-12,VisIT-Bench: A Benchmark for Vision-Language Instruction Following Inspired by Real-World Use
paper_725,2308.07926,2023-08-15,CoDeF: Content Deformation Fields for Temporally Consistent Video Processing
paper_726,2406.02266,2024-06-04,Enhancing Retrieval-Augmented LMs with a Two-stage Consistency Learning Compressor
paper_727,2501.18648,2025-01-29,"Image, Text, and Speech Data Augmentation using Multimodal LLMs for Deep Learning: A Survey"
paper_728,2311.16096,2023-11-27,Animatable and Relightable Gaussians for High-fidelity Human Avatar Modeling
paper_729,2308.07795,2023-08-15,Learning to Identify Critical States for Reinforcement Learning from Videos
paper_730,2308.07395,2023-08-14,Text Injection for Capitalization and Turn-Taking Prediction in Speech Models
paper_731,2404.18630,2024-04-29,4D-DRESS: A 4D Dataset of Real-world Human Clothing with Semantic Annotations
paper_732,2411.04357,2024-11-07,MegaPortrait: Revisiting Diffusion Control for High-fidelity Portrait Generation
paper_733,2308.08089,2023-08-16,"DragNUWA: Fine-grained Control in Video Generation by Integrating Text, Image, and Trajectory"
paper_734,2308.07931,2023-07-27,Distilled Feature Fields Enable Few-Shot Language-Guided Manipulation
paper_735,1509.09294,2015-09-30,General Dynamic Scene Reconstruction from Multiple View Video
paper_736,2308.13418,2023-08-25,Nougat: Neural Optical Understanding for Academic Documents
paper_737,2501.09107,2025-01-15,Rethinking Post-Training Quantization: Introducing a Statistical Pre-Calibration Approach
paper_738,2211.02868,2022-11-05,Lightweight 3D Convolutional Neural Network for Schizophrenia diagnosis using MRI Images and Ensemble Bagging Classifier
paper_739,2308.13494,2023-08-25,Eventful Transformers: Leveraging Temporal Redundancy in Vision Transformers
paper_740,2308.13404,2023-08-25,Relighting Neural Radiance Fields with Shadow and Highlight Hints
paper_741,2308.14089,2023-08-27,MedAlign: A Clinician-Generated Dataset for Instruction Following with Electronic Medical Records
paper_742,2308.13785,2023-08-26,ORES: Open-vocabulary Responsible Visual Synthesis
paper_743,2409.18943,2024-09-27,Ruler: A Model-Agnostic Method to Control Generated Length for Large Language Models
paper_744,2308.16149,2023-08-30,Jais and Jais-chat: Arabic-Centric Foundation and Instruction-Tuned Open Generative Large Language Models
paper_745,2309.16299,2023-09-28,CasIL: Cognizing and Imitating Skills via a Dual Cognition-Action Architecture
paper_746,2308.15560,2023-08-29,WeatherBench 2: A benchmark for the next generation of data-driven global weather models
paper_747,2011.12255,2020-11-24,Learning Navigation Skills for Legged Robots with Learned Robot Embeddings
paper_748,2308.16271,2023-08-30,Emergence of Segmentation with Minimalistic White-Box Transformers
paper_749,2105.13067,2021-05-27,Efficient High-Resolution Image-to-Image Translation using Multi-Scale Gradient U-Net
paper_750,2308.16458,2023-08-31,BioCoder: A Benchmark for Bioinformatics Code Generation with Large Language Models
paper_751,2308.16246,2023-08-30,Active Neural Mapping
paper_752,2308.16824,2023-08-31,Can Programming Languages Boost Each Other via Instruction Tuning?
paper_753,2308.16891,2023-08-31,GNFactor: Multi-Task Real Robot Learning with Generalizable Neural Feature Fields
paper_754,2308.16884,2023-08-31,The Belebele Benchmark: a Parallel Reading Comprehension Dataset in 122 Language Variants
paper_755,2308.16876,2023-08-31,SportsSloMo: A New Benchmark and Baselines for Human-centric Video Frame Interpolation
paper_756,2405.18009,2024-05-28,Exploring Context Window of Large Language Models via Decomposed Positional Vectors
paper_757,2109.07054,2021-09-15,"Convergence of a Human-in-the-Loop Policy-Gradient Algorithm With Eligibility Trace Under Reward, Policy, and Advantage Feedback"
paper_758,2309.00398,2023-09-01,VideoGen: A Reference-Guided Latent Diffusion Approach for High Definition Text-to-Video Generation
paper_759,2309.00359,2023-09-01,"Large Content And Behavior Models To Understand, Simulate, And Optimize Content And Behavior"
paper_760,2309.00610,2023-09-01,CityDreamer: Compositional Generative Model of Unbounded 3D Cities
paper_761,2309.00615,2023-09-01,"Point-Bind & Point-LLM: Aligning Point Cloud with Multi-modality for 3D Understanding, Generation, and Instruction Following"
paper_762,2309.01826,2023-09-04,One Wide Feedforward is All You Need
paper_763,2309.02186,2023-09-05,AniPortraitGAN: Animatable 3D Portrait Generation from 2D Image Collections
paper_764,2309.00986,2023-09-02,ModelScope-Agent: Building Your Customizable Agent System with Open-source Large Language Models
paper_765,2206.05649,2022-06-12,"TileGen: Tileable, Controllable Material Generation and Capture"
paper_766,2309.00754,2023-09-01,Efficient RLHF: Reducing the Memory Usage of PPO
paper_767,2309.02285,2023-09-05,PromptTTS 2: Describing and Generating Voices with Text Prompt
paper_768,2309.02119,2023-09-05,Hierarchical Masked 3D Diffusion Model for Video Outpainting
paper_769,2205.12183,2022-05-24,StylizedNeRF: Consistent 3D Scene Stylization as Stylized NeRF via 2D-3D Mutual Learning
paper_770,2309.02420,2023-09-05,Doppelgangers: Learning to Disambiguate Images of Similar Structures
paper_771,2401.08079,2024-01-16,Adversarial Masking Contrastive Learning for vein recognition
paper_772,2309.01775,2023-09-04,Gated recurrent neural networks discover attention
paper_773,2309.00966,2023-09-02,Compositional Diffusion-Based Continuous Constraint Solvers
paper_774,2309.00908,2023-09-02,MagicProp: Diffusion-based Video Editing via Motion-aware Appearance Propagation
paper_775,2502.06379,2025-02-10,Solving Linear-Gaussian Bayesian Inverse Problems with Decoupled Diffusion Sequential Monte Carlo
paper_776,2309.00987,2023-09-02,Sequential Dexterity: Chaining Dexterous Policies for Long-Horizon Manipulation
paper_777,2402.11122,2024-02-16,Navigating the Dual Facets: A Comprehensive Evaluation of Sequential Memory Editing in Large Language Models
paper_778,2309.03241,2023-09-06,GPT Can Solve Mathematical Problems Without a Calculator
paper_779,2402.13851,2024-02-21,VL-Trojan: Multimodal Instruction Backdoor Attacks against Autoregressive Visual Language Models
paper_780,2309.03199,2023-09-06,Matcha-TTS: A fast TTS architecture with conditional flow matching
paper_781,2408.07975,2024-08-15,Polaris: Open-ended Interactive Robotic Manipulation via Syn2Real Visual Grounding and Large Language Models
paper_782,2408.02987,2024-08-06,A Differential Smoothness-based Compact-Dynamic Graph Convolutional Network for Spatiotemporal Signal Recovery
paper_783,2309.03185,2023-09-06,Bayes' Rays: Uncertainty Quantification for Neural Radiance Fields
paper_784,2309.03130,2023-09-06,MyoDex: A Generalizable Prior for Dexterous Manipulation
paper_785,2205.07634,2022-05-16,A Precis of Language Models are not Models of Language
paper_786,2309.03852,2023-09-07,FLM-101B: An Open LLM and How to Train It with $100K Budget
paper_787,2404.09338,2024-04-14,Entropy Guided Extrapolative Decoding to Improve Factuality in Large Language Models
paper_788,2309.03903,2023-09-07,Tracking Anything with Decoupled Video Segmentation
paper_789,2309.03897,2023-09-07,ProPainter: Improving Propagation and Transformer for Video Inpainting
paper_790,2404.18459,2024-04-29,Chameleon: A Data-Efficient Generalist for Dense Visual Prediction in the Wild
paper_791,2405.14857,2024-05-23,Conditional Diffusion on Web-Scale Image Pairs leads to Diverse Image Variations
paper_792,2212.06135,2022-12-12,Rodin: A Generative Model for Sculpting 3D Digital Avatars Using Diffusion
paper_793,1707.08679,2017-07-27,Cumulative Reports of the SoNDe Project July 2017
paper_794,2309.03315,2023-09-06,Robotic Table Tennis: A Case Study into a High Speed Learning System
paper_795,2009.02700,2020-09-06,A Generative Adversarial Approach To ECG Synthesis And Denoising
paper_796,2309.04269,2023-09-08,From Sparse to Dense: GPT-4 Summarization with Chain of Density Prompting
paper_797,2309.03907,2023-05-18,DrugChat: Towards Enabling ChatGPT-Like Capabilities on Drug Molecule Graphs
paper_798,2309.03926,2023-09-07,Large-Scale Automatic Audiobook Creation
paper_799,2309.04354,2023-09-08,Mobile V-MoEs: Scaling Down Vision Transformers via Sparse Mixture-of-Experts
paper_800,2309.04247,2023-09-08,Towards Practical Capture of High-Fidelity Relightable Avatars
paper_801,2309.04662,2023-09-09,MADLAD-400: A Multilingual And Document-Level Large Audited Dataset
paper_802,2309.05689,2023-09-11,Large Language Model for Science: A Study on P vs. NP
paper_803,2309.04827,2023-09-09,"Neurons in Large Language Models: Dead, N-gram, Positional"
paper_804,2309.04564,2023-09-08,When Less is More: Investigating Data Pruning for Pretraining LLMs at Scale
paper_805,2311.04354,2023-11-07,Uncovering Intermediate Variables in Transformers using Circuit Probing
paper_806,2309.05767,2023-09-11,Natural Language Supervision for General-Purpose Audio Representations
paper_807,2309.05516,2023-09-11,Optimize Weight Rounding via Signed Gradient Descent for the Quantization of LLMs
paper_808,2111.14451,2021-11-29,HDR-NeRF: High Dynamic Range Neural Radiance Fields
paper_809,2309.04663,2023-09-09,FIAT: Fusing learning paradigms with Instruction-Accelerated Tuning
paper_810,2312.17681,2023-12-29,FlowVid: Taming Imperfect Optical Flows for Consistent Video-to-Video Synthesis
paper_811,2309.06180,2023-09-12,Efficient Memory Management for Large Language Model Serving with PagedAttention
paper_812,2309.06126,2023-09-12,AstroLLaMA: Towards Specialized Foundation Models in Astronomy
paper_813,2309.06440,2023-09-12,"LEAP Hand: Low-Cost, Efficient, and Anthropomorphic Hand for Robot Learning"
paper_814,2309.06441,2023-09-12,Learning Disentangled Avatars with Hybrid 3D Representations
paper_815,2206.14091,2022-06-28,Compilation Forking: A Fast and Flexible Way of Generating Data for Compiler-Internal Machine Learning Tasks
paper_816,2309.06802,2023-09-13,Dynamic NeRFs for Soccer Scenes
paper_817,2309.06657,2023-09-13,Statistical Rejection Sampling Improves Preference Optimization
paper_818,2410.15007,2024-10-19,DiffuseST: Unleashing the Capability of the Diffusion Model for Style Transfer
paper_819,2309.07125,2023-09-13,Text-Guided Generation and Editing of Compositional 3D Avatars
paper_820,2309.07122,2023-09-13,Tree-Structured Shading Decomposition
paper_821,2308.04707,2023-08-09,Applicability test for reducing noise on PET dynamic images using phantom applying deep image prior
paper_822,2307.03697,2023-07-07,"Specification, Validation and Verification of Social, Legal, Ethical, Empathetic and Cultural Requirements for Autonomous Agents"
paper_823,2401.06774,2023-12-09,Two Directions for Clinical Data Generation with Large Language Models: Data-to-Label and Label-to-Data
paper_824,2309.04803,2023-09-09,Towards Real-World Burst Image Super-Resolution: Benchmark and Method
paper_825,2309.07749,2023-09-14,OmnimatteRF: Robust Omnimatte with 3D Background Modeling
paper_826,2309.07462,2023-09-14,Are Large Language Model-based Evaluators the Solution to Scaling Up Multilingual Evaluation?
paper_827,2311.17502,2023-11-29,Enhancing Answer Selection in Community Question Answering with Pre-trained and Large Language Models
paper_828,2410.19054,2024-10-24,Infogent: An Agent-Based Framework for Web Information Aggregation
paper_829,2309.07990,2023-09-14,Leveraging Contextual Information for Effective Entity Salience Detection
paper_830,2309.07970,2023-09-14,Language Embedded Radiance Fields for Zero-Shot Task-Oriented Grasping
paper_831,2309.07974,2023-09-14,A Data Source for Reasoning Embodied Agents
paper_832,2309.08532,2023-09-15,Connecting Large Language Models with Evolutionary Algorithms Yields Powerful Prompt Optimizers
paper_833,2309.08586,2023-09-15,Replacing softmax with ReLU in Vision Transformers
paper_834,2405.14005,2024-05-22,Neural Scaling Laws in Robotics
paper_835,2309.08600,2023-09-15,Sparse Autoencoders Find Highly Interpretable Features in Language Models
paper_836,2309.08587,2023-09-15,Compositional Foundation Models for Hierarchical Planning
paper_837,2309.07986,2023-09-14,Viewpoint Textual Inversion: Discovering Scene Representations and 3D View Control in 2D Diffusion Models
paper_838,2309.09400,2023-09-17,"CulturaX: A Cleaned, Enormous, and Multilingual Dataset for Large Language Models in 167 Languages"
paper_839,2309.09530,2023-09-18,Adapting Large Language Models to Domains via Reading Comprehension
paper_840,2106.00200,2021-06-01,Iterative Hierarchical Attention for Answering Complex Questions over Long Documents
paper_841,2309.09117,2023-09-17,Contrastive Decoding Improves Reasoning in Large Language Models
paper_842,2309.08968,2023-09-16,Sorted LLaMA: Unlocking the Potential of Intermediate Layers of Large Language Models for Dynamic Inference
paper_843,2309.10305,2023-09-19,Baichuan 2: Open Large-scale Language Models
paper_844,2308.16075,2023-08-30,Impact of Visual Context on Noisy Multimodal NMT: An Empirical Study for English to Indian Languages
paper_845,2309.09506,2023-09-18,LayoutNUWA: Revealing the Hidden Layout Expertise of Large Language Models
paper_846,2106.14505,2021-06-28,Interactions and Actions in One Touch Gesture Mobile Games
paper_847,2008.02747,2020-08-06,A logic-based decision support system for the diagnosis of headache disorders according to the ICHD-3 international classification
paper_848,2309.10202,2023-09-18,Stabilizing RLHF through Advantage Model and Selective Rehearsal
paper_849,2304.03126,2023-04-06,Datamator: An Intelligent Authoring Tool for Creating Datamations via Data Query Decomposition
paper_850,2311.18775,2023-11-30,"CoDi-2: In-Context, Interleaved, and Interactive Any-to-Any Generation"
paper_851,2309.06497,2023-09-12,A Distributed Data-Parallel PyTorch Implementation of the Distributed Shampoo Optimizer for Training Neural Networks At-Scale
paper_852,2309.08804,2023-09-15,Stack-and-Delay: a new codebook pattern for music generation
paper_853,2309.08827,2023-09-16,S3-DST: Structured Open-Domain Dialogue Segmentation and State Tracking in the Era of LLMs
paper_854,2201.07520,2022-01-19,CM3: A Causal Masked Multimodal Model of the Internet
paper_855,2309.08773,2023-09-15,Enhance audio generation controllability through representation similarity regularization
paper_856,2004.13952,2020-04-29,Data Augmentation for Spoken Language Understanding via Pretrained Language Models
paper_857,2404.04748,2024-04-06,Multilingual Brain Surgeon: Large Language Models Can be Compressed Leaving No Language Behind
paper_858,2309.10150,2023-09-18,Q-Transformer: Scalable Offline Reinforcement Learning via Autoregressive Q-Functions
paper_859,2309.10706,2023-09-19,OpenBA: An Open-sourced 15B Bilingual Asymmetric seq2seq Model Pre-trained from Scratch
paper_860,2406.00522,2024-06-01,Wav2Prompt: End-to-End Speech Prompt Generation and Tuning For LLM in Zero and Few-shot Learning
paper_861,2401.17129,2024-01-29,Enhanced Sound Event Localization and Detection in Real 360-degree audio-visual soundscapes
paper_862,2309.11497,2023-09-20,FreeU: Free Lunch in Diffusion U-Net
paper_863,2206.11229,2022-06-20,Business Document Information Extraction: Towards Practical Benchmarks
paper_864,2309.11499,2023-09-20,DreamLLM: Synergistic Multimodal Comprehension and Creation
paper_865,2309.11419,2023-09-20,KOSMOS-2.5: A Multimodal Literate Model
paper_866,2404.01588,2024-04-02,Hallucination Diversity-Aware Active Learning for Text Summarization
paper_867,1809.10477,2018-09-27,Fast Stochastic Algorithms for Low-rank and Nonsmooth Matrix Problems
paper_868,1812.02142,2018-12-05,End-to-end contextual speech recognition using class language models and a token passing decoder
paper_869,2309.11197,2023-09-20,The Languini Kitchen: Enabling Language Modelling Research at Different Scales of Compute
paper_870,2309.11009,2023-09-20,Controllable Dynamic Appearance for Neural 3D Portraits
paper_871,2410.20024,2024-10-26,Beyond Fine-Tuning: Effective Strategies for Mitigating Hallucinations in Large Language Models for Data Analytics
paper_872,2107.06263,2021-07-13,CMT: Convolutional Neural Networks Meet Vision Transformers
paper_873,2401.05861,2024-01-11,Towards Boosting Many-to-Many Multilingual Machine Translation with Large Language Models
paper_874,2407.03045,2024-07-03,JailbreakHunter: A Visual Analytics Approach for Jailbreak Prompts Discovery from Large-Scale Human-LLM Conversational Datasets
paper_875,2309.12284,2023-09-21,MetaMath: Bootstrap Your Own Mathematical Questions for Large Language Models
paper_876,2309.12311,2023-09-21,LLM-Grounder: Open-Vocabulary 3D Visual Grounding with Large Language Model as an Agent
paper_877,0805.3209,2008-05-21,Fuzzy sets in nonparametric Bayes regression
paper_878,2309.11568,2023-09-20,BTLM-3B-8K: 7B Parameter Performance in a 3B Parameter Model
paper_879,2411.13826,2024-11-21,Interactive and Expressive Code-Augmented Planning with Large Language Models
paper_880,2309.12424,2023-09-21,DualToken-ViT: Position-aware Efficient Vision Transformer with Dual Token Fusion
paper_881,2309.13042,2023-09-22,MosaicFusion: Diffusion Models as Data Augmenters for Large Vocabulary Instance Segmentation
paper_882,2309.13018,2023-09-22,Dynamic ASR Pathways: An Adaptive Masking Approach Towards Efficient Pruning of A Multilingual ASR Model
paper_883,2309.13041,2023-09-22,Robotic Offline RL from Internet Videos via Value-Function Pre-Training
paper_884,2309.13356,2023-09-23,Probing the Moral Development of Large Language Models through Defining Issues Test
paper_885,2412.11621,2024-12-16,VG-TVP: Multimodal Procedural Planning via Visually Grounded Text-Video Prompting
paper_886,2309.14525,2023-09-25,Aligning Large Multimodal Models with Factually Augmented RLHF
paper_887,2309.14327,2023-09-25,DeepSpeed-VisualChat: Multi-Round Multi-Image Interleave Chat via Multi-Modal Causal Attention
paper_888,2312.09059,2023-12-14,Auto-Prox: Training-Free Vision Transformer Architecture Search via Automatic Proxy Discovery
paper_889,2309.13075,2023-09-20,SCREWS: A Modular Framework for Reasoning with Revisions
paper_890,2203.08958,2022-03-16,On the Usefulness of the Fit-on-the-Test View on Evaluating Calibration of Classifiers
paper_891,2309.13952,2023-09-25,VidChapters-7M: Video Chapters at Scale
paper_892,2402.13137,2024-02-20,The Hidden Space of Transformer Language Adapters
paper_893,2309.14509,2023-09-25,DeepSpeed Ulysses: System Optimizations for Enabling Training of Extreme Long Sequence Transformer Models
paper_894,2310.13513,2023-10-20,Exploring the Potential of Flexible 8-bit Format: Design and Algorithm
paper_895,2309.15098,2023-09-26,Attention Satisfies: A Constraint-Satisfaction Lens on Factual Errors of Language Models
paper_896,2309.15807,2023-09-27,Emu: Enhancing Image Generation Models Using Photogenic Needles in a Haystack
paper_897,2409.16654,2024-09-25,Speech Recognition Rescoring with Large Speech-Text Foundation Models
paper_898,2502.01051,2025-02-03,Diffusion Model as a Noise-Aware Latent Reward Model for Step-Level Preference Optimization
paper_899,2309.15426,2023-09-27,NeuRBF: A Neural Fields Representation with Adaptive Radial Basis Functions
paper_900,2501.00289,2024-12-31,Dual Diffusion for Unified Image Generation and Understanding
paper_901,2309.15273,2023-09-26,DECO: Dense Estimation of 3D Human-Scene Contact In The Wild
paper_902,2309.15129,2023-09-25,Evaluating Cognitive Maps and Planning in Large Language Models with CogEval
paper_903,2410.08020,2024-10-10,Efficiently Learning at Test-Time: Active Fine-Tuning of LLMs
paper_904,2405.14858,2024-05-23,Mamba-R: Vision Mamba ALSO Needs Registers
paper_905,2212.08136,2022-12-15,Efficient Long Sequence Modeling via State Space Augmented Transformer
paper_906,2401.04099,2024-01-08,AGG: Amortized Generative 3D Gaussians for Single Image to 3D
paper_907,2309.16609,2023-09-28,Qwen Technical Report
paper_908,2410.08941,2024-10-11,MeshGS: Adaptive Mesh-Aligned Gaussian Splatting for High-Quality Rendering
paper_909,2406.01432,2024-06-03,ED-SAM: An Efficient Diffusion Sampling Approach to Domain Generalization in Vision-Language Foundation Models
paper_910,2309.16643,2023-09-28,Deep Geometrized Cartoon Line Inbetweening
paper_911,2309.16671,2023-09-28,Demystifying CLIP Data
paper_912,2309.16534,2023-09-28,MotionLM: Multi-Agent Motion Forecasting as Language Modeling
paper_913,2310.13361,2023-10-20,Bridging the Gap between Synthetic and Authentic Images for Multimodal Machine Translation
paper_914,2309.16583,2023-09-28,GPT-Fathom: Benchmarking Large Language Models to Decipher the Evolutionary Path towards GPT-4 and Beyond
paper_915,2012.03805,2020-12-07,Diverse Melody Generation from Chinese Lyrics via Mutual Information Maximization
paper_916,2309.16235,2023-09-28,Language models in molecular discovery
paper_917,2403.08094,2024-03-12,Task and Motion Planning in Hierarchical 3D Scene Graphs
paper_918,2309.16496,2023-09-28,CCEdit: Creative and Controllable Video Editing via Diffusion Models
paper_919,2501.12976,2025-01-22,LiT: Delving into a Simplified Linear Diffusion Transformer for Image Generation
paper_920,2210.13617,2022-10-24,Adapters for Enhanced Modeling of Multilingual Knowledge and Text
paper_921,2412.08871,2024-12-12,Inference-Time Diffusion Model Distillation
paper_922,2501.05444,2025-01-09,Can MLLMs Reason in Multimodality? EMMA: An Enhanced MultiModal ReAsoning Benchmark
paper_923,2310.00996,2023-10-02,ARN: Analogical Reasoning on Narratives
paper_924,2408.02479,2024-08-05,"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future"
paper_925,2403.12881,2024-03-19,Agent-FLAN: Designing Data and Methods of Effective Agent Tuning for Large Language Models
paper_926,2310.03714,2023-10-05,DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines
paper_927,2310.03094,2023-10-04,Large Language Model Cascades with Mixture of Thoughts Representations for Cost-efficient Reasoning
paper_928,2310.03046,2023-10-03,EcoAssistant: Using LLM Assistant More Affordably and Accurately
paper_929,2302.08510,2023-02-16,Text-driven Visual Synthesis with Latent Diffusion Prior
paper_930,2411.10557,2024-11-15,MLAN: Language-Based Instruction Tuning Improves Zero-Shot Generalization of Multimodal Large Language Models
paper_931,2412.11699,2024-12-16,CoinMath: Harnessing the Power of Coding Instruction for Math LLMs
paper_932,2310.03739,2023-10-05,Aligning Text-to-Image Diffusion Models with Reward Backpropagation
paper_933,2310.00704,2023-10-01,UniAudio: An Audio Foundation Model Toward Universal Audio Generation
paper_934,2410.09942,2024-10-13,Learning to Rank for Multiple Retrieval-Augmented Models through Iterative Utility Maximization
paper_935,2310.03734,2023-10-05,Leveraging Unpaired Data for Vision-Language Generative Models via Cycle Consistency
paper_936,2310.03716,2023-10-05,A Long Way to Go: Investigating Length Correlations in RLHF
paper_937,2412.08412,2024-12-11,Pragmatist: Multiview Conditional Diffusion Models for High-Fidelity 3D Reconstruction from Unposed Sparse Views
paper_938,2310.03720,2023-10-05,SteP: Stacked LLM Policies for Web Actions
paper_939,2410.05323,2024-10-05,From Incomplete Coarse-Grained to Complete Fine-Grained: A Two-Stage Framework for Spatiotemporal Data Reconstruction
paper_940,2310.08185,2023-10-12,EIPE-text: Evaluation-Guided Iterative Plan Extraction for Long-Form Narrative Text Generation
paper_941,2310.07889,2023-10-11,LangNav: Language as a Perceptual Representation for Navigation
paper_942,2310.08588,2023-10-12,Octopus: Embodied Vision-Language Programmer from Environmental Feedback
paper_943,2310.06830,2023-10-10,Lemur: Harmonizing Natural Language and Code for Language Agents
paper_944,2312.00846,2023-12-01,NeuSG: Neural Implicit Surface Reconstruction with 3D Gaussian Splatting Guidance
paper_945,2310.08541,2023-10-12,Idea2Img: Iterative Self-Refinement with GPT-4V(ision) for Automatic Image Design and Generation
paper_946,2404.01241,2024-04-01,StructLDM: Structured Latent Diffusion for 3D Human Generation
paper_947,2304.12076,2023-04-24,Customized Load Profiles Synthesis for Electricity Customers Based on Conditional Diffusion Models
paper_948,2310.09263,2023-10-13,Table-GPT: Table-tuned GPT for Diverse Table Tasks
