node_id,name
organization_807,"Mila, Quebec Artificial Intelligence Institute, Université de Montréal"
organization_808,"Centre for Vision Speech and Signal Processing, University of Surrey"
organization_809,LAION
organization_810,"University of California, Santa Barbara"
organization_811,Xi'an Jiaotong University
organization_812,The Johns Hopkins University
organization_813,Providence Health & Services Molecular Genomics Laboratory
organization_814,Providence Health & Services Clinical Research Analytics
organization_815,"Earle A. Chiles Research Institute, Providence Cancer Institute"
organization_816,"Clinical Research Analytics, Providence Health & Services"
organization_817,University of Southern California Institute for Creative Technologies1
organization_818,University of Virgina
organization_819,"ByteDance, Beijing, China."
organization_820,"Carnegie Mellon University, PA, USA."
organization_821,"University of California, Davis"
organization_822,† Corresponding Author
organization_823,‡ Equal Contribution
organization_824,Sensetime
organization_825,TPTU: Large Language Model-based AI Agents for Task Planning and Tool Usage
organization_826,* Student Candidate
organization_827,College‡
organization_828,University of Freiburg
organization_829,Corporation Martin Ltd.
organization_830,Siemens Healthineers
organization_831,Institut für Informatik
organization_832,Sun Yat-sen University
organization_833,Foundations
organization_834,AGI
organization_835,Caltech
organization_836,ByteDance Research
organization_837,Radboud University
organization_838,"Department of Basic Medical Sciences, College of Osteopathic Medicine of the Pacific, Western University of Health Sciences, Pomona CA 91766, USA"
organization_839,"Sorbonne Universités, UPMC Université Paris 06, CNRS, Biologie Computationnelle et Quantitative - Institut de Biologie Paris Seine, 75005 Paris, France"
organization_840,Microsoft Research AI4Science
organization_841,Meta FAIR
organization_842,PygmalionAI
organization_843,University of Toulouse
organization_844,"Google Inc., U.S.A NYU, New York City, USA"
organization_845,Rice University
organization_846,University of Rochester
organization_847,Unbabel
organization_848,Instituto Superior Técnico
organization_849,Inspired Cognition
organization_850,Ant Group
organization_851,"CAD&CG, ZJU"
organization_852,University of College London
organization_853,"China Mobile Communication Group Tianjin Co., Ltd."
organization_854,University College London
organization_855,Tianjin University
organization_856,NNASISENSE
organization_857,The Swiss AI Lab IDSIA/USI/SUPSI
organization_858,"Google, USA"
organization_859,"Max Planck Institute for Intelligent Systems, Tübingen"
organization_860,"Department of Computer Science, ETH Zürich"
organization_861,ZMO AI Inc.
organization_862,Institute for Artificial Intelligence and Fundamental Interactions
organization_863,McGill Universi ty
organization_864,Indian Institute of Technology
organization_865,National Institute of Technology Silchar
organization_866,"State Key Lab of CAD and CG, Zhejiang University"
organization_867,College of William & Mary
organization_868,Stanford School of Medicine
organization_869,Division of Hospital Medicine
organization_870,Vanderbilt University Medical Center
organization_871,Human-Centered Artificial Intelligence Institute
organization_872,Stanford Health Care
organization_873,Clinical Excellence Research Center
organization_874,Vanderbilt University School of Medicine
organization_875,Hospital Israelita Albert Einstein
organization_876,"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences"
organization_877,Cerebras Systems
organization_878,"University of Artificial Intelligence, UAE"
organization_879,Arabic-Centric Foundation
organization_880,Cardiff University
organization_881,European Centre for Medium-Range Weather Forecasts
organization_882,TTIC
organization_883,ShanghaiTech
organization_884,"Indian Institute of Information Technology, Sri City"
organization_885,PKU-SenseTime Machine Vision Joint Lab
organization_886,Key Laboratory of Machine Perception (MOE)
organization_887,Independent Researcher
organization_888,"Huawei Co., Ltd."
organization_889,"AWS AI, Amazon"
organization_890,University of Hong Kong
organization_891,Abridge AI
organization_892,"BITS, Pilani"
organization_893,zhangrenrui@pjlab.org.cn
organization_894,"{zyguo, pheng }@cse.cuhk.edu.hk"
organization_895,University of Porto
organization_896,Equall
organization_897,Sicheng Xu2
organization_898,"Jianfeng Xiang3,2"
organization_899,Xin Tong2
organization_900,Jiaolong Yang2†
organization_901,Qifeng Chen1
organization_902,Fangyun Wei2
organization_903,"Alibaba Group,DAMO Academy"
organization_904,Science
organization_905,"Institute of Computing Technology,"
organization_906,University of Chinese Academy of
organization_907,"Institute of Computing Technology, Chinese Academy of Sciences"
organization_908,"Beijing Key Laboratory of Mobile Computing and Pervasive Device,"
organization_909,"School of Computer Science & Informatics, Cardiff University"
organization_910,Linköping University
organization_911,The Pennsylvania State University
organization_912,Waseda University
organization_913,TAL AI Lab
organization_914,KTH Royal Institute of Technology
organization_915,University of Bergen
organization_916,University of Electronic Science and Technology of China
organization_917,"School of Computer Science and Engineering, Nanyang Technological University"
organization_918,Beijing Academy of Artificial Intelligence
organization_919,"Harbin Institute of Technology, Shenzhen"
organization_920,"School of Computing, KAIST"
organization_921,INFRADEV-1-2014/H2020
organization_922,Horizon 2020
organization_923,Stickman Skills Center LLC
organization_924,Relentless Adrenaline
organization_925,Institute of Computer and Information Systems
organization_926,Military University Of Technology
organization_927,Columbia University: CS
organization_928,Project Gutenberg
organization_929,Universitat Politècnica de Catalunya
organization_930,Cohere
organization_931,Cohere for AI
organization_932,Meta GenAI
organization_933,UCSD
organization_934,European Space Astronomy Centre
organization_935,Learning Machines
organization_936,Space Telescope Science Institute
organization_937,NASA Astrophysics Data System
organization_938,Indian Institute of Technology Delhi
organization_939,Wrocław University
organization_940,"ETH Zürich, Switzerland"
organization_941,"Michael J. Black, Max Planck Institute for Intelligent Systems, Germany"
organization_942,"Max Planck Institute for Intelligent Systems, Germany"
organization_943,"University of Cambridge, United Kingdom"
organization_944,"Oracle Laboratories, Austria"
organization_945,"Johannes Kepler University, Linz, Austria"
organization_946,EVS Broadcast Equipment
organization_947,University of Liège
organization_948,Nanjing University of Aeronautics and Astronautics
organization_949,"Department of Medical Physics, Faculty of Medicine, Kagawa University"
organization_950,"Department of Clinical Radiology, Kagawa University Hospital"
organization_951,University of York
organization_952,"PricewaterhouseCoopers, China"
organization_953,LERF [1]
organization_954,Adam Rashid*
organization_955,Lawrence Yunliang Chen
organization_956,Chung Min Kim
organization_957,Ken Goldberg
organization_958,Angjoo Kanazawa
organization_959,Satvik Sharma*
organization_960,LERF
organization_961,Justin Kerr
organization_962,Bristol AI Safety Centre
organization_963,MATS
organization_964,Massachusetts Institute Technology
organization_965,University of Oregon
organization_966,Beijing Institute for General Artificial Intelligence (BIGAI)
organization_967,School of Computer Science
organization_968,"Indian Institute of Technology, Patna"
organization_969,Yusuf Maitama Sule University
organization_970,University of Central Lancashire
organization_971,University of Calabria
organization_972,DLVSystem Srl
organization_973,Zoom
organization_974,UNC Chapel Hill
organization_975,Mila & University of Montreal
organization_976,NVIDIA Corporation
organization_977,"Meta Platforms, Inc."
organization_978,Stack-and-DELAY
organization_979,Center
organization_980,College
organization_981,Laboratory
organization_982,Ltd
organization_983,AI
organization_984,Inc
organization_985,Institute
organization_986,Corporation
organization_987,Pennsylvania State University
organization_988,mikelewis
organization_989,ccross
organization_990,mandarj
organization_991,gghosh
organization_992,lsxz g@fb.com
organization_993,berniehuang
organization_994,vladk
organization_995,huxu
organization_996,foxo
organization_997,naman g@fb.com
organization_998,farmenag
organization_999,"Microsoft Research, Microsoft Research"
organization_1000,Suzhou Laboratory
organization_1001,X-LANCE Lab
organization_1002,"MoE Key Lab of Artificial Intelligence, SJTU AI Institute"
organization_1003,Rossum.ai
organization_1004,Institute for Interdisciplinary Information Core Technology (IIISCT)
organization_1005,HEKUAN Ma4
organization_1006,Technion - Israel Institute of Technology
organization_1007,"Facebook, Inc."
organization_1008,"AI Initiative, King Abdullah University of Science and Technology"
organization_1009,Stony Brook University
organization_1010,Southern University of Science and Technology
organization_1011,Max Planck Institute for Intelligent Systems - T ¨ubingen
organization_1012,Indian Statistical Institute
organization_1013,Institute of Mathematical Statistics
organization_1014,OpenTensor Foundation
organization_1015,"Meta AI, USA"
organization_1016,"University of Texas at Dallas, USA"
organization_1017,Ego4D
organization_1018,Bridge
organization_1019,"Agency for Science, Technology, and Research (A*STAR)"
organization_1020,Institute for Infocomm Research
organization_1021,CMU
organization_1022,UW–Madison
organization_1023,UMass Amherst
organization_1024,National University of Defense Technology
organization_1025,HKUST(GZ)
organization_1026,University of Tartu Institute of Computer Science
organization_1027,PSL Research University
organization_1028,DI ENS
organization_1029,Inria Paris
organization_1030,Czech Technical University in Prague
organization_1031,Czech Institute of Informatics
organization_1032,Saarland University
organization_1033,Microsoft Inc
organization_1034,"Amazon Science, Inc. Washington, USA"
organization_1035,"School of Artificial Intelligence, UCAS"
organization_1036,MAIS
organization_1037,CASIA
organization_1038,UCAS
organization_1039,KuaiShou Technology
organization_1040,OPPO US Research Center
organization_1041,"University of Amsterdam, the Netherlands"
organization_1042,"Max Planck Institute for Intelligent Systems,"
organization_1043,"Redmond, WA"
organization_1044,University of Florida
organization_1045,Alibaba Group∗
organization_1046,BlueHalo
organization_1047,DEVCOM Army Research Laboratory
organization_1048,University of Arkansas
organization_1049,University at Albany
organization_1050,Mohammed bin Zayed University of AI
organization_1051,Lexica
organization_1052,Southeast University
organization_1053,University of Southern California Institute for Intelligent Systems Center for Automation Research Corporation Inc.
organization_1054,Beijing Language and Culture University
organization_1055,IBM Research Europe
organization_1056,IBM Research Almaden
organization_1057,"Cambridge, MA 02142"
organization_1058,Shandong University
organization_1059,Korea Advanced Institute of Science and Technology (KAIST)
organization_1060,Vrije Universiteit Amsterdam
organization_1061,Calera Capital
organization_1062,Two Sigma Investments
organization_1063,"Dashworks Technologies, Inc."
organization_1064,Amazon Alexa AI
organization_1065,IIT Bombay
organization_1066,George Mason University
organization_1067,Institute for Advanced Architecture of Catalonia (IAAC)
organization_1068,Allen Institute for Artificial Intelligence (AI2)
organization_1069,"Centre for Frontier AI Research (CFAR), A*STAR, Singapore"
organization_1070,"Institute for Infocomm Research (I2R), A*STAR, Singapore"
organization_1071,Mila
organization_1072,"State Key Laboratory of Industrial Control Technology, College of Control Science and Engineering, Zhejiang University, China"
organization_1073,ASAPP Research
organization_1074,XJTU
organization_1075,BUPT
organization_1076,Hong Kong Baptist University
organization_1077,XLang Lab
organization_1078,Salesforce Research
organization_1079,Google Cloud
organization_1080,"School of Mathematics, Tianjin University,"
organization_1081,"College of Intelligence and Computing, Tianjin University,"
organization_1082,Queen's University
organization_1083,Inception Institute of Artificial Intelligence
organization_1084,Character AI
organization_1085,Ecole Normale Supérieure
organization_1086,"Marne-la-Vallée, France"
organization_1087,"Université Paris-Est, LIGM"
organization_1088,Inria - Sierra Project-Team
organization_1089,École des Ponts - ParisTech
organization_1090,Qualcomm Technologies Inc.
organization_1091,"Beijing National Research Center for Information Science and Technology,"
organization_1092,Ant Group.
organization_1093,"Tsinghua University,"
organization_1094,"State Key Lab of Intelligent Technology and Systems,"
organization_1095,"Institute for Artificial Intelligence,"
organization_1096,Image Derivative Inc.
organization_1097,KAUST
organization_1098,"IDSIA, USI & SUPSI"
organization_1099,Beijing Information Science and Technology University
organization_1100,École Polytechnique Fédérale de Lausanne
organization_1101,Tencent IEG
organization_1102,MSA University
organization_1103,"Fantasia3D (Chen et al., 2023b)"
organization_1104,Ours
organization_1105,HWangchunshu Zhou
organization_1106,EETH Zürich
organization_1107,AInstitut für Angewandte AI (ETH Zurich)
organization_1108,Pazhou Lab (Huangpu)
organization_1109,Shengshu Technology
organization_1110,Tsinghua-Bosch Joint ML Center
organization_1111,Institute for AI
organization_1112,"State Key Lab of CAD&CG, Zhejiang University"
organization_1113,"PICO, ByteDance"
organization_1114,Coursera
organization_1115,"H2O.ai, Inc."
organization_1116,"University of Illinois Urbana-Champaign, USA"
organization_1117,"University of Chinese Academy of Sciences, China"
organization_1118,"State Key Lab of Processors, Institute of Computing Technology, China"
organization_1119,Sun Yat-Sen University
organization_1120,"Unidad Asociada IQFR-BIFI, Madrid-Zaragoda, Spain"
organization_1121,"Instituto de Biocomputación y Física de Sistemas Complejos (BIFI), Universidad de Zaragoza, Spain"
organization_1122,"Zaragoza Scientiﬁc Center for Advanced Modeling (ZCAM), Universidad de Zaragoda, Spain"
organization_1123,"Departamento de Física Teórica, Universidad de Zaragoazo, Spain"
organization_1124,"Instituto de Química Física Rocasolano, CSIC, Madrid, Spain"
organization_1125,Ziwei Liu∗1
organization_1126,"Yingqing He2,3,"
organization_1127,"Menghan Xia∗2,"
organization_1128,"Xintao Wang2,"
organization_1129,"Haonan Qiu1,"
organization_1130,Ying Shan2
organization_1131,"Yong Zhang2,"
organization_1132,"HABITAT 3.0: A C O-HABITAT FOR HUMANS , AVATARS AND ROBOTS"
organization_1133,Microsoft Health Futures
organization_1134,Arizona State University
organization_1135,"National Key Laboratory of General Artificial Intelligence, Peking University, Shenzhen Graduate School"
organization_1136,Hefei University of Technology
organization_1137,Hefei Comprehensive National Science Center
organization_1138,"Academy for Engineering and Technology, Fudan University"
organization_1139,"Shanghai Key Lab of Intell. Info. Processing, School of Computer Science, Fudan University"
organization_1140,Chinese Academy of Sciences (CAS)
organization_1141,"Key Laboratory of AI Safety of CAS, Institute of Computing Technology,"
organization_1142,DeepSeek AI
organization_1143,UCL
organization_1144,National Key Laboratory for Multimedia Information Processing
organization_1145,Berkeley
organization_1146,"Department of Computer Science and Technology, Tsinghua University, Beijing, China"
organization_1147,"School of New Media and Communication, Tianjin University, Tianjin, China"
organization_1148,"College of Intelligence and Computing, Tianjin University, Tianjin, China"
organization_1149,"ByteDance Lark AI, Beijing, China"
organization_1150,University of Glasgow
organization_1151,Mohamed bin Zayed University of Artificial Intelligence
organization_1152,Vector Insititute
organization_1153,Huazhong University of Science & Technology
organization_1154,University of Bologna
organization_1155,University of Richmond
organization_1156,Merchants Union Consumer Finance Company
organization_1157,"Institute of Artiﬁcial Intelligence, Hefei Comprehensive National Science Center"
organization_1158,SenseTime
organization_1159,China JD Explore Academy
organization_1160,"The University of Sydney, Australia"
organization_1161,"University of Science and Technology of China, China"
organization_1162,"Joint Institute for Nuclear Astrophysics (JINA), Department of Physics, University of Notre Dame, IN, USA"
organization_1163,"Karlsruhe Institute of Technology, Campus Nord, Institut für Kernphysik, Karlsruhe, Germany"
organization_1164,"INAF - Astrophysical Observatory Turitn, Turin, Italy"
organization_1165,"Department of Physics, University of Turitn, Italy"
organization_1166,Corporation Justin Johnson
organization_1167,Lehigh University
organization_1168,University of Antwerp
organization_1169,tsinghua University
organization_1170,V AST
organization_1171,Palisade Research
organization_1172,ICLR 2024 Workshop on Secure and Trustworthy Large Language Models
organization_1173,"Google Research, Zurich"
organization_1174,Ecole Polytechnique Fédérale de Lausanne (EPFL)
organization_1175,"Dept of Data Science & AI, Monash University"
organization_1176,Tsinghua Shenzhen International Graduate School
organization_1177,PaLM 2
organization_1178,Bard
organization_1179,Imagen
organization_1180,Stable Diffusion
organization_1181,Midjourney
organization_1182,ROCKWOOL Foundation Research Unit
organization_1183,The New School
organization_1184,Politecnico di Milano
organization_1185,Finvolution Group
organization_1186,Center for Human Automation Research (CHAIR)3
organization_1187,AltspaceVR Inc.3
organization_1188,Laboratory for Computational Physiology (LCP)2
organization_1189,Institute for Ethics and Emerging Technologies (IEEE)2
organization_1190,College of William & Mary (CW&MA)2
organization_1191,Boğaziçi University
organization_1192,Meta AI Research
organization_1193,"National Key Laboratory for Novel Software Technology, Nanjing University"
organization_1194,Dublin City University
organization_1195,iFlyTek-Surrey Joint Research Centre on Artificial Intelligence
organization_1196,Chuang Gan
organization_1197,"School of Software Engineering, Xi’an Jiaotong University"
organization_1198,"Computer Vision Lab, TU Wien"
organization_1199,University of Oklahoma
organization_1200,Shanghai Institute for Advanced Study of Zhejiang University
organization_1201,Hikvision Research Institute
organization_1202,"Polytechnic Institute, Zhejiang University"
organization_1203,"ZJU – UIUC Institute, Zhejiang University"
organization_1204,"Zhejiang – Singapore Innovation and AI Joint Research Lab, Hangzhou"
organization_1205,Heidelberg Institute of Theoretical Studies
organization_1206,Waterford Institute of Technology
organization_1207,Trinity College Ireland
organization_1208,University of Modena and Reggio Emilia
organization_1209,NUS Graduate School for Integrative Sciences and Engineering
organization_1210,Amity Institute of Information Technology
organization_1211,Amity University Uttar Pradesh
organization_1212,"Microsoft Research, Redmond"
organization_1213,"Institute for AI, BNRist, Tsinghua University"
organization_1214,IDEA Research
organization_1215,ALLEN INSTITUTE FOR AI
organization_1216,UNIVERSITY OF WASHINGTON
organization_1217,"Colorado, USA"
organization_1218,"Sandia National Laboratories, New Mexico, USA"
organization_1219,"National Renewable Energy Laboratory,"
organization_1220,Université de Lorraine
organization_1221,Institut de Cancérologie
organization_1222,Qingdao University of Science and Technology
organization_1223,University of Jyvaskyla
organization_1224,University of Tennessee
organization_1225,ETH Z ¤urich
organization_1226,Universit ¢e de Montr ¢el
organization_1227,Google Inc
organization_1228,"Herb Alpert School of Music, University of California"
organization_1229,Kakao Enterprise
organization_1230,Lawrence Livermore National Laboratory
organization_1231,Vanderbilt University
organization_1232,International Journal of Computer Science and Information Security
organization_1233,Kuwait University
organization_1234,"MMLab, CUHK"
organization_1235,Microsoft Azure Quantum
organization_1236,Ozyegin University
organization_1237,Petuum Inc.
organization_1238,Peking University & International Digital Economy Academy
organization_1239,International Digital Economy Academy
organization_1240,"Key Lab of High Confidence Software Technologies (MOE), Peking University"
organization_1241,"Zhonghai Wu, Key Lab of High Confidence Software Technologies (MOE), Peking University"
organization_1242,NAVER Corp. AI Lab
organization_1243,Technical University of Darmstadt
organization_1244,"Max Planck Institute for Intelligent Systems, Tübingen, Germany"
organization_1245,Adobe Corporation
organization_1246,Malmö University
organization_1247,University Game Lab
organization_1248,Alibaba Inc.
organization_1249,University of Macau
organization_1250,"Institute of Information Engineering, Chinese Academy of Sciences,"
organization_1251,"University of Chinese Academy of Sciences,"
organization_1252,Southeast Academy of Information Technology
organization_1253,"Beijing Institute of Technology,"
organization_1254,Germany
organization_1255,Switzerland
organization_1256,Canada
organization_1257,International Institute of Information Technology Hyderabad
organization_1258,"MRC Biostatistics Unit, University of Cambridge"
organization_1259,Thoughtful Technology Project
organization_1260,Legal Priorities Project
organization_1261,Instituto Tecnológico Autónomo de México
organization_1262,University of Montreal
organization_1263,"Oxford Internet Institute, University of Oxford"
organization_1264,Montreal AI Ethics Institute
organization_1265,Institute for AI Policy & Strategy
organization_1266,BCG Henderson Institute
organization_1267,Harvard Law School
organization_1268,Brookings Institution
organization_1269,"AI for Science (AI4S)-Preferred Program, Peking University Shenzhen Graduate School"
organization_1270,Peking University Shenzhen Graduate School
organization_1271,PandaVilla Tech Limited
organization_1272,Seeking AI
organization_1273,"University of Washington, Seattle"
organization_1274,Beijing University Of Technology
organization_1275,Zhengzhou University
organization_1276,"Department of Computer Science and Engineering,"
organization_1277,"Institute of Artificial Intelligence, Xiamen University"
organization_1278,"MAC Lab, Department of Artificial Intelligence, School of Informatics, Xiamen University"
organization_1279,Center for Human-Compatible Artificial Intelligence
organization_1280,Alibaba AI Lab
organization_1281,"Faculty of Science, Palacky University Olomouc, Czechia"
organization_1282,The Hong Kong University of Science and Technology (Guangzhou)
organization_1283,HKUST (GZ)
organization_1284,Zhejiang Lab
organization_1285,Xiamen University
organization_1286,University of Tokyo 1
organization_1287,"Honda Motor Co., Ltd. 1"
organization_1288,"Institute for Intelligent Computing,"
organization_1289,Clemson University
organization_1290,Amazon Services LLC
organization_1291,Aitzaz Ahmad
organization_1292,Stephan Lau
organization_1293,UNC-Chapel Hill
organization_1294,Adobe Inc.
organization_1295,Texas A&M University
organization_1296,Adobe Ltd.
organization_1297,"Tsinghua Shenzhen International Graduate School, Tsinghua University"
organization_1298,"Department of Automation, Tsinghua University"
organization_1299,Parametrix Technology Company Ltd.
organization_1300,MEGVII Technology
organization_1301,CogVideoX-5B
organization_1302,Turing Inc.
organization_1303,TU Dresden
organization_1304,Lamarr Institute
organization_1305,FZ Jülich
organization_1306,Fraunhofer IAIS
organization_1307,IIT Kharagpur
organization_1308,"New York University,a"
organization_1309,"University of Minnesota,c"
organization_1310,"Center for Soft Matter Research,b"
organization_1311,"Simons Center for Computational Physical Chemistry,d"
organization_1312,University of Zaragoza
organization_1313,Hangzhou Dianzi University
organization_1314,The College of Wooster
organization_1315,University of Portland
organization_1316,"GenAI, Meta"
organization_1317,Comcast Applied AI
organization_1318,"Institute of Artificial Intelligence (TeleAI), China Telecom"
organization_1319,SCUT
organization_1320,Guangdong Province Key Laboratory of Information Security Technology
organization_1321,"Key Laboratory of Machine Intelligence and Advanced Computing, Ministry of Education"
organization_1322,Macquarie University
organization_1323,BITS Pilani K.K.Birla Goa campus
organization_1324,University of New South Wales
organization_1325,"Cyber & Electronic Warfare Division, Defence Science and Technology Group"
organization_1326,DynIBaRRoDynRFDynNeRFFlowIBRMonoNeRF4D-GSNSFFHyperNeRF
organization_1327,University of Cape Town
organization_1328,NeuDim
organization_1329,"University of Nevada, Reno"
organization_1330,Meitu Inc.
organization_1331,"Google, Inc."
organization_1332,Google Cloud AI
organization_1333,Chiba University
organization_1334,Kyoto University
organization_1335,NTT
organization_1336,Codec Avatars Lab
organization_1337,Beijing Academy of Artificial Intelligence (BAAI)
organization_1338,"Institute for AI, Peking University"
organization_1339,Alibaba
organization_1340,Huawei Noah’s Ark LAB
organization_1341,Taobao & Tmall Group of Alibaba
organization_1342,"School of Computer Science, National Engineering Research Center for Multimedia Software"
organization_1343,National Engineering Research Center for Multimedia Software
organization_1344,Snap Research
organization_1345,"FNii, CUHKSZ"
organization_1346,CNRSCP
organization_1347,"SSE, CUHKSZ"
organization_1348,CUHKSZ
organization_1349,DeBakey Heart and Vascular Center
organization_1350,The University of Texas MD Anderson Cancer Center
organization_1351,TH Nürnberg
organization_1352,Sber AI
organization_1353,"Institute for AI, THU-Bosch Joint Center for ML, Tsinghua University"
organization_1354,"MThreads, Inc."
organization_1355,DGene
organization_1356,"The system generates descriptions that are precise, focusing on the image's content while incorporating contextual details to enhance understanding. It effectively uses correct visual terminology and focuses on relevant items in the scene, providing users with informative and helpful context-aware descriptions."
organization_1357,3. **Contextual Details:**
organization_1358,"Based on the context provided, it appears your system has successfully generated a detailed, context-aware description for an image of a sofa set. Here’s how we can summarize the key points from Figure 1:"
organization_1359,- *Sofa*: The description emphasizes the main item (the sofa) rather than including other elements of the room.
organization_1360,1. **Correct Visual Terminology:**
organization_1361,2. **Focusing on Relevant Items:**
organization_1362,- **Context-Aware Description:** The system considers both the image and additional details extracted from the source (likely metadata or annotations) to craft a precise and relevant description.
organization_1363,### System's Functionality:
organization_1364,"- Additional details might include information about the number of pieces, material (""Italian leather""), and any unique features or design aspects."
organization_1365,"- *Chenille Texture*: Instead of using more generic terms like ""velvet,"" which can be ambiguous, the system specifies ""chicken-feather-like texture"" or similar accurate terms for visual characteristics."
organization_1366,### Overall Summary:
organization_1367,"""The Beige Brown Italian Leather Sofa Set consists of three pieces featuring a chenille texture upholstery that provides an inviting cushioned feel. The set includes a main sofa with two matching armchairs. Each piece is crafted from high-quality leather, giving it a smooth and durable surface."""
organization_1368,### Example Image-Based Description from Figure 1:
organization_1369,### Key Points in the Image-Based Description:
organization_1370,Great Bay University
organization_1371,SIAT@MMLab
organization_1372,USTC
organization_1373,"University of Mumbai, Mumbai, MH, India"
organization_1374,Nankai University
organization_1375,Tongji University
organization_1376,University of Konstanz
organization_1377,SHI Labs @ Georgia Tech & UIUC
organization_1378,"State Key Laboratory for Novel Software Technology, Nanjing University"
organization_1379,Huawei Noah’s Ark Lab3
organization_1380,Huawei Noah’s Ark Lab3Shanghai AI Laboratory
organization_1381,California Institute of Technology (Caltech)
organization_1382,Hong Kong University of Science and Technology (HKUST)
organization_1383,"Paul G. Allen School of Computer Science & Engineering, University of Washington"
organization_1384,Mohamed bin Zayed University of AI
organization_1385,BAAI
organization_1386,Alternative Machine Inc.
organization_1387,GenAI at Meta
organization_1388,Monash University Malaysia
organization_1389,IBM Research – Zurich
organization_1390,NTNU*
organization_1391,"EPFL, Switzerland"
organization_1392,"Technical University of Munich, Germany"
organization_1393,"Innopeak Technology, Inc"
organization_1394,"University of California,"
organization_1395,"University of Wisconsin-Madison,"
organization_1396,CSIRO
organization_1397,Transmute AI Lab
organization_1398,University of Göttingen
organization_1399,Center for Human-Compatible AI
organization_1400,SJTU
organization_1401,Kakao Brain
organization_1402,"School of Software, Shandong University"
organization_1403,"Data61, CSIRO"
organization_1404,The University of New South Wales
organization_1405,Umass Amherst
organization_1406,Qualcomm AI Research†
organization_1407,Reichman University
organization_1408,Johannes Kepler University Linz
organization_1409,Know-Center
organization_1410,Graz University of Technology
organization_1411,Utrecht University
organization_1412,Orby AI
organization_1413,Nagoya University
organization_1414,Universite de Montreal
organization_1415,Canada CIFAR AI chair
organization_1416,FAIR at Meta
organization_1417,NAVER Cloud
organization_1418,Google Switzerland
organization_1419,ETH Z ¨urich - DALAB
organization_1420,"Center for Information and Language Processing, LMU Munich"
organization_1421,Tongyi Lab
organization_1422,Shanghai Jiaotong University
organization_1423,Indiana University
organization_1424,State Key Laboratory for Novel Software Technology
organization_1425,"Computer Vision Center, Universitat Autònoma de Barcelona"
organization_1426,"Independent Researcher, Tokyo"
organization_1427,VCIP
organization_1428,Linkoping University
organization_1429,"Department of Mathematical Sciences, Tsinghua University"
organization_1430,"Theory Lab, 2012 Labs, Huawei Technologies Co., Ltd."
organization_1431,"Huawei Technologies Co., Ltd."
organization_1432,"Harbin Institute of Technology, HIT"
organization_1433,"University of Chinese Academy of Sciences, UCAS"
organization_1434,"State Key Laboratory of Multimodal Artificial Intelligence Systems, CASIA"
organization_1435,"Center for Artificial Intelligence and Robotics, HKISI CAS"
organization_1436,Prescient Design
organization_1437,Genentech
organization_1438,"Institute for Infocomm Research (I2R) & Centre for Frontier AI Research (CFAR), A*STAR, Singapore"
organization_1439,CUHK MMLab
organization_1440,Tencent Youtu Lab
organization_1441,ECNU
organization_1442,Howard University*
organization_1443,MIPG
organization_1444,"Show Lab, National University of Singapore"
organization_1445,Indian Institute of Technology Patna
organization_1446,Yandex Research
organization_1447,Vincent Y . F. Tan
organization_1448,Brandeis University
organization_1449,University of Leed
organization_1450,Max Planck Institute
organization_1451,Toyota Research Institute
organization_1452,PUK MLAB
organization_1453,"TU Munich, Munich"
organization_1454,"Google DeepMind, London"
organization_1455,"Google, Zurich"
organization_1456,NAVER
organization_1457,Chung-Ang University
organization_1458,"Nijenborgh 4, 9747 AG, Groningen, The Netherlands"
organization_1459,"Bernoulli Institute for Mathematics, Computer Science and Artiﬁcial Intelligence"
organization_1460,"Faculty of Science and Engineering, University of Groningen"
organization_1461,"Nijenborgh 9, 9747 AG, Groningen, The Netherlands"
organization_1462,Engineering and Technology Institute Groningen
organization_1463,The University of Texas at Dallas
organization_1464,Institute of Nuclear Medicine and Allied Sciences
organization_1465,MCS Group
organization_1466,Tencent Inc
organization_1467,CeTI
organization_1468,ASELSAN Research Center
organization_1469,Neuroscience Program
organization_1470,Bilkent University
organization_1471,UMRAM
organization_1472,Amasya University
organization_1473,UniSDF
organization_1474,Marc Pollefeys
organization_1475,Federico Tombari
organization_1476,University if California
organization_1477,University of Strathclyde
organization_1478,Kiel University
organization_1479,Univ. Grenoble Alpes
organization_1480,Grenoble INP
organization_1481,LJK
organization_1482,Visual Media Lab
organization_1483,"Beijing Wenge Technology Co., Ltd."
organization_1484,FAR AI
organization_1485,Jagiellonian University
organization_1486,Courant Institute of Mathematical Sciences
organization_1487,"Codec Avatars Lab, Meta"
organization_1488,"Inst. for Computer Graphics and Vision, Graz Univ. of Technology, Graz, Austria"
organization_1489,"LIGM, École des Ponts, Univ Gustave Eiffel"
organization_1490,Taiwan National Tsing Hua University
organization_1491,VIA Research Center
organization_1492,MPI for Informatics
organization_1493,École de technologie supérieure
organization_1494,University of Central Florida
organization_1495,Wonsung Lee
organization_1496,Sunghun Kim
organization_1497,Mikyoung Cha
organization_1498,Sanghoon Kim
organization_1499,South Korea
organization_1500,Hwalsuk Lee
organization_1501,"Institute for Intelligent Computing, Alibaba Group"
organization_1502,"LTCI, T´ el´ ecom Paris"
organization_1503,Institut Polytechnique de Paris
organization_1504,IBM Research
organization_1505,U2SegLabel-Efficient Learning
organization_1506,CutLER
organization_1507,U2Seg
